2024-03-30T11:55:06.060+0800	INFO	Initial completed!
2024-03-30T13:14:34.330+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0006069}
2024-03-30T13:22:04.295+0800	INFO	Initial completed!
2024-03-30T13:22:11.466+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:23:17.195+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0007463}
2024-03-30T13:23:59.773+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0008134}
2024-03-30T13:25:35.045+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:25:47.982+0800	INFO	/api/user/login	{"状态码": 200, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0003068}
2024-03-30T13:26:15.945+0800	INFO	/api/user/login	{"状态码": 200, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0001593}
2024-03-30T13:28:50.228+0800	INFO	/api/user/login	{"状态码": 200, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0003735}
2024-03-30T13:29:35.060+0800	INFO	/api/user/login	{"状态码": 200, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0001365}
2024-03-30T13:33:58.678+0800	INFO	/api/user/verify	{"状态码": 204, "请求方式": "OPTIONS", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:33:58.684+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0006904}
2024-03-30T13:34:36.919+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0005097}
2024-03-30T13:34:45.239+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0008406}
2024-03-30T13:35:00.304+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0005167}
2024-03-30T13:35:16.014+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0012171}
2024-03-30T13:35:24.617+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0005235}
2024-03-30T13:35:44.684+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0012157}
2024-03-30T13:36:15.430+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0013717}
2024-03-30T13:37:23.283+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.001021}
2024-03-30T13:37:37.158+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0012919}
2024-03-30T13:38:06.367+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0008947}
2024-03-30T13:38:08.698+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0008154}
2024-03-30T13:38:19.188+0800	INFO	/api/user/verify	{"状态码": 200, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0005065}
2024-03-30T13:38:23.126+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0004279}
2024-03-30T13:42:32.088+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0010066}
2024-03-30T13:43:01.699+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:43:03.029+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:43:45.737+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:43:50.729+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T13:45:19.076+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.0002308}
2024-03-30T13:45:19.982+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:50:00.050+0800	INFO	Initial completed!
2024-03-30T23:50:05.726+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0.000528}
2024-03-30T23:50:31.495+0800	INFO	/ai/user/login	{"状态码": 404, "请求方式": "POST", "路径": "/ai/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:51:08.865+0800	INFO	/ai/user/login	{"状态码": 404, "请求方式": "POST", "路径": "/ai/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:51:23.364+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:52:14.959+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:53:10.921+0800	INFO	/api/user/login	{"状态码": 401, "请求方式": "POST", "路径": "/api/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:53:21.230+0800	INFO	/ai/user/login	{"状态码": 404, "请求方式": "POST", "路径": "/ai/user/login", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:56:20.853+0800	INFO	/api/user/verify	{"状态码": 204, "请求方式": "OPTIONS", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:56:20.858+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:57:43.550+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:57:54.594+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
2024-03-30T23:58:30.373+0800	INFO	/api/user/verify	{"状态码": 401, "请求方式": "GET", "路径": "/api/user/verify", "参数": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Linux; Android 8.0.0; SM-G955U Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36 Edg/123.0.0.0", "错误": "", "耗时": 0}
